"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/02/2020","AQS","010730023","4","10","ug/m3 SC","9","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/03/2020","AQS","010730023","4","10","ug/m3 SC","9","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/04/2020","AQS","010730023","4","8","ug/m3 SC","7","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/05/2020","AQS","010730023","4","9","ug/m3 SC","8","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/06/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/07/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/08/2020","AQS","010730023","4","33","ug/m3 SC","31","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/09/2020","AQS","010730023","4","32","ug/m3 SC","30","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/10/2020","AQS","010730023","4","24","ug/m3 SC","22","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/11/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/12/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/13/2020","AQS","010730023","4","16","ug/m3 SC","15","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/14/2020","AQS","010730023","4","10","ug/m3 SC","9","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/15/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/16/2020","AQS","010730023","4","10","ug/m3 SC","9","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/17/2020","AQS","010730023","4","10","ug/m3 SC","9","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/18/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/19/2020","AQS","010730023","4","6","ug/m3 SC","6","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/20/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/24/2020","AQS","010730023","4","9","ug/m3 SC","8","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/25/2020","AQS","010730023","4","8","ug/m3 SC","7","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/26/2020","AQS","010730023","4","23","ug/m3 SC","21","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/27/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/28/2020","AQS","010730023","4","31","ug/m3 SC","29","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/29/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/30/2020","AQS","010730023","4","25","ug/m3 SC","23","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/31/2020","AQS","010730023","4","17","ug/m3 SC","16","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/01/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/02/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/03/2020","AQS","010730023","4","18","ug/m3 SC","17","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/04/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/05/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/06/2020","AQS","010730023","4","4","ug/m3 SC","4","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/07/2020","AQS","010730023","4","8","ug/m3 SC","7","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/08/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/09/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/10/2020","AQS","010730023","4","9","ug/m3 SC","8","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/11/2020","AQS","010730023","4","7","ug/m3 SC","6","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/12/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/13/2020","AQS","010730023","4","5","ug/m3 SC","5","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/14/2020","AQS","010730023","4","10","ug/m3 SC","9","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/15/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/16/2020","AQS","010730023","4","20","ug/m3 SC","19","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/17/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/18/2020","AQS","010730023","4","8","ug/m3 SC","7","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/19/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/20/2020","AQS","010730023","4","9","ug/m3 SC","8","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/21/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/22/2020","AQS","010730023","4","19","ug/m3 SC","18","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/23/2020","AQS","010730023","4","27","ug/m3 SC","25","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/24/2020","AQS","010730023","4","17","ug/m3 SC","16","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/25/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/26/2020","AQS","010730023","4","9","ug/m3 SC","8","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/27/2020","AQS","010730023","4","9","ug/m3 SC","8","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/28/2020","AQS","010730023","4","17","ug/m3 SC","16","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"02/29/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/01/2020","AQS","010730023","4","25","ug/m3 SC","23","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/02/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/03/2020","AQS","010730023","4","21","ug/m3 SC","19","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/04/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/05/2020","AQS","010730023","4","8","ug/m3 SC","7","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/06/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/07/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/08/2020","AQS","010730023","4","21","ug/m3 SC","19","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/09/2020","AQS","010730023","4","25","ug/m3 SC","23","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/10/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/11/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/12/2020","AQS","010730023","4","17","ug/m3 SC","16","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/13/2020","AQS","010730023","4","16","ug/m3 SC","15","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/14/2020","AQS","010730023","4","18","ug/m3 SC","17","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/15/2020","AQS","010730023","4","9","ug/m3 SC","8","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/16/2020","AQS","010730023","4","17","ug/m3 SC","16","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/17/2020","AQS","010730023","4","34","ug/m3 SC","31","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/18/2020","AQS","010730023","4","27","ug/m3 SC","25","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/19/2020","AQS","010730023","4","19","ug/m3 SC","18","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/20/2020","AQS","010730023","4","20","ug/m3 SC","19","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/21/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/22/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/23/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/24/2020","AQS","010730023","4","20","ug/m3 SC","19","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/25/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/26/2020","AQS","010730023","4","25","ug/m3 SC","23","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/27/2020","AQS","010730023","4","30","ug/m3 SC","28","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/28/2020","AQS","010730023","4","23","ug/m3 SC","21","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/29/2020","AQS","010730023","4","24","ug/m3 SC","22","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/30/2020","AQS","010730023","4","19","ug/m3 SC","18","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"03/31/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/01/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/02/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/03/2020","AQS","010730023","4","32","ug/m3 SC","30","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/04/2020","AQS","010730023","4","24","ug/m3 SC","22","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/05/2020","AQS","010730023","4","23","ug/m3 SC","21","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/06/2020","AQS","010730023","4","43","ug/m3 SC","40","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/07/2020","AQS","010730023","4","28","ug/m3 SC","26","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/08/2020","AQS","010730023","4","22","ug/m3 SC","20","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/09/2020","AQS","010730023","4","21","ug/m3 SC","19","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/10/2020","AQS","010730023","4","18","ug/m3 SC","17","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/11/2020","AQS","010730023","4","24","ug/m3 SC","22","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/12/2020","AQS","010730023","4","25","ug/m3 SC","23","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/13/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/14/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/15/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/16/2020","AQS","010730023","4","29","ug/m3 SC","27","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/17/2020","AQS","010730023","4","26","ug/m3 SC","24","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/18/2020","AQS","010730023","4","13","ug/m3 SC","12","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/19/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/20/2020","AQS","010730023","4","11","ug/m3 SC","10","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/21/2020","AQS","010730023","4","19","ug/m3 SC","18","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/22/2020","AQS","010730023","4","21","ug/m3 SC","19","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/23/2020","AQS","010730023","4","14","ug/m3 SC","13","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/24/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/25/2020","AQS","010730023","4","12","ug/m3 SC","11","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/26/2020","AQS","010730023","4","8","ug/m3 SC","7","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/27/2020","AQS","010730023","4","18","ug/m3 SC","17","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/28/2020","AQS","010730023","4","30","ug/m3 SC","28","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/29/2020","AQS","010730023","4","15","ug/m3 SC","14","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"04/30/2020","AQS","010730023","4","10","ug/m3 SC","9","North Birmingham","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/04/2020","AQS","010731010","1","5","ug/m3 SC","5","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"01/10/2020","AQS","010731010","1","23","ug/m3 SC","21","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"01/16/2020","AQS","010731010","1","7","ug/m3 SC","6","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"01/24/2020","AQS","010731010","1","6","ug/m3 SC","6","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"01/28/2020","AQS","010731010","1","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"02/03/2020","AQS","010731010","1","13","ug/m3 SC","12","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"02/09/2020","AQS","010731010","1","14","ug/m3 SC","13","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"02/15/2020","AQS","010731010","1","17","ug/m3 SC","16","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"02/21/2020","AQS","010731010","1","11","ug/m3 SC","10","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
"02/27/2020","AQS","010731010","1","7","ug/m3 SC","6","Leeds","1","100.0000","81102","PM10 Total 0-10um STP","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5452780008694","-86.549167"
