"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/03/2020","AQS","220950003","1","0.003","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/09/2020","AQS","220950003","1","0","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/15/2020","AQS","220950003","1","0.004","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/21/2020","AQS","220950003","1","0","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/27/2020","AQS","220950003","1","0.003","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/04/2020","AQS","220950003","1","0.09","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/10/2020","AQS","220950003","1","0.006","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/16/2020","AQS","220950003","1","0.013","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/22/2020","AQS","220950003","1","0.005","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/28/2020","AQS","220950003","1","0.004","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"01/04/2020","AQS","220950003","2","0.003","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"01/10/2020","AQS","220950003","2","0","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"01/16/2020","AQS","220950003","2","0","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"01/22/2020","AQS","220950003","2","0.003","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"01/28/2020","AQS","220950003","2","0","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/03/2020","AQS","220950003","2","0.003","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/09/2020","AQS","220950003","2","0","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/15/2020","AQS","220950003","2","0.004","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/21/2020","AQS","220950003","2","0","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"02/27/2020","AQS","220950003","2","0.003","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/04/2020","AQS","220950003","2","0.069","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/10/2020","AQS","220950003","2","0.005","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/22/2020","AQS","220950003","2","0.005","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
"03/28/2020","AQS","220950003","2","0.004","ug/m3 LC",".","LaPlace","1","100.0000","14129","Lead (TSP) LC","35380","New Orleans-Metairie, LA","22","Louisiana","095","St. John the Baptist","30.040961","-90.466783"
